did,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,c1,c2,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cls_coef,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f2.mean,f3.mean,f4.mean,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l2.mean,l3.mean,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,linear_discr.mean,linear_discr.sd,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,worst_node.mean,worst_node.sd,imbalance_ratio,minority_fraction,class_entropy_norm
44,0.05278588871311308,0.11592466200989754,1.0707832017592211,0.9093748077702897,0.0285,0.771,0.02354664401659917,0.9703626255019487,0.07840861487849782,0.0,0.050321525816083984,0.042769585519551206,0.9703626255019487,0.48687753985390003,0.06052127764652449,0.09337554540363412,53.54787049118215,1956.5954551775426,0.829392196098049,9073.20991433999,62237.85628681541,0.7505000000000001,0.02586825596492094,12.821297426279362,0.9660066982926083,0.033370999404473786,0.14917451542413085,0.0,0.863,0.4515,0.5,0.14283556979968257,2.2119800928502666,14.187907671740083,318.590190468888,0.8277966737877934,5.078887856666188,0.7388648614905692,0.25808278640152976,35.08771929824562,5.246254385964912,33.53259630240573,1.9654621742548033,0.8695787230311419,217.75880269185308,296.2814057699462,0.061805284480768496,0.06599999999999995,0.025499999999999967,145.0,12.682758620689656,5.885131274231912,0.006896551724137931,0.026916917991068948,7553842.270562797,21658801.98583615,0.5,0.08290217434600904,0.8845000000000001,0.0193577432109795,0.992172,2.4931999842105266,16.20071444145786,474.5440350877193,2457.988495101809,6.401235877192983,39.69158009264369,2.1977105263157894,14.13776322381813,0.05263157894736842,0.2252817784447915,0.07568365300636663,0.06867713810593841,0.2035,0.3400627350376644,0.17419420817929399,0.114,0.3178907473702747,0.3125,0.4636283270172417,0.835,0.017638342073763937,144.0,2.526315789473684,0.072,6.0,2.919201796799047,3.3488372093023258,2.6715763220048174,57.0,0.0,0.0,2.0,0.012531328320802004,2000.0,0.0,57.0,57.0,13.148143743393902,0.778,0.027100635498903795,0.601,0.002108185106778922,474.4914035087719,2457.806342122976,17.20905818568743,94.51873577969985,10.735022434150752,7.3500592783616385,0.008708477366527679,0.00799097953791411,0.3655,0.0285,0.001,0.03508771929824561,2.7687655116959067,17.641183443777894,11.730103806228374,5.999116861187724,0.04021537272403697,0.07833941747737051,0.034233205893944046,0.0661920638645197,9073.20991433999,60459.18366489585,0.017543859649122806,0.0490553148488771,0.6084999999999999,0.01546501427954941,1.5074449076831447,0.398812351543943,0.9702516237942773
820,0.2303102355283402,0.09628625516134265,2.584753573810202,0.00015608725921927434,0.05106382978723404,0.876449275362319,0.0434430211455924,0.9684069022981412,0.0833304411203275,0.0,0.09411691590236403,0.03069755897490209,0.9684069022981412,0.34482625780106324,0.7487009972293168,0.26898669299858224,1436.1083916331897,450.9430582632253,0.8497181305691944,2110.24119485361,5271.866170427355,0.7867753623188406,0.05474925551749066,2.350099997831584,0.5715701539007957,0.14516616443925465,0.14209540428560366,4.745098322262748e-05,0.3702127659574468,0.10638297872340426,0.5,0.14743928628996095,155.3971516512453,538.3115240228854,201.18511752190255,155.2942624272147,537.9551052957409,0.7422324187800304,0.31092640950437606,19.583333333333332,63.225,17.246626811166188,3.1410899671122663,0.14503257886975635,0.6500205924544434,0.8089270970440576,0.060745239020572384,0.06808510638297871,0.051063829787234005,21.0,5.714285714285714,2.052872551885702,0.047619047619047616,0.10397808599797706,335.68253968253964,349.96996817489736,0.5,0.03367175148507373,0.8344202898550724,0.06767704732565981,0.8815391579900408,46.022375000000004,13.156763501221096,358.425,512.0820568566579,202.473085106383,523.8760025420735,194.04999999999995,526.5303159708504,145.75,504.8928104063277,0.4120705089960774,0.14499440857496712,0.23404255319148937,0.3636601219501278,0.13719996718129376,0.14893617021276595,0.3567854705235669,0.3191489361702128,0.4671418358670517,0.8717391304347826,0.05461421562851185,20.0,1.6666666666666667,0.0851063829787234,2.2222222222222223,0.97182531580755,2.0,1.699673171197595,12.0,0.0,0.0,2.0,0.8333333333333334,235.0,0.0,12.0,11.0,5.272600240447703,0.8552536231884058,0.049571741173065086,0.8382246376811594,0.04794587119777884,212.67500000000004,23.02027268616631,45.410321076753256,7.247113624292515,0.9747052051933672,0.3350888175135991,0.000545517152785959,0.0001990564141884727,0.4595744680851064,0.05106382978723404,0.01702127659574468,0.3333333333333333,195.21773049645387,526.1607461753571,4.878048780487805,2.2604769624043892,0.10173032182829739,0.11471461514857291,0.15569196428571427,0.14548899162196166,2110.24119485361,800.2887786670468,0.08333333333333333,0.20005699888430312,0.7440217391304349,0.09837269755364995,1.5268817204301075,0.39574468085106385,0.9684069022981412
879,0.01714063370421641,0.029801283478391446,2.8073203201603487,0.0,0.05,0.7420000000000001,0.05452828012447607,0.9660780975952254,0.08915250091720683,0.0,0.007140529265893959,0.017261878955853904,0.9660780975952254,0.6654448262695686,0.04091957355886384,0.0783946104776986,0.04091957608479382,0.07839461543461895,0.8929539078156312,1.0000000618363911,0.4415779013097214,0.6900000000000001,0.0402768199119819,28.854162480598287,0.9904716167251822,0.021059235619872697,0.5546483556463653,0.6715157452512086,0.98,0.774,0.5,0.15273506473629425,33.94240280055384,42.919854841530764,0.9987345504563462,20.85114911401692,33.16568217430029,0.7405944200337653,0.2348198091692833,20.0,1.69043332,0.08668184576280348,3.7399170059057307,0.0832820998165945,-1.1176203514953633,0.3102424931135385,0.16422856780759298,0.31200000000000006,0.31200000000000006,46.0,6.695652173913044,2.074925061215907,0.021739130434782608,0.055943795121178426,1430.8906204906202,1944.5332797062329,0.5,0.09223131928520183,0.618,0.06892830413633508,0.993488,1.2578432070119998,0.0840856295467989,1.7971726799999999,0.32102077616406177,-8.000000017105434e-10,1.2328828007391098e-08,-0.01628008,0.05802124392907021,-1.78592672,0.14989690368564434,0.03348141184984392,0.08328209981659448,0.484,0.4880182323061384,0.02955327866487104,0.354,0.4786880869304544,0.284,0.4513884170047034,0.7,0.04216370213557838,45.0,1.8,0.09,4.090909090909091,2.4271195048676715,2.25,1.51744244666721,25.0,0.0,0.0,2.0,0.013333333333333334,500.0,0.0,25.0,1.0,82.84713084234633,0.63,0.08498365855987976,0.608,0.010327955589886454,3.5830994,0.4396550747250622,1.0000000309181951,1.2944110629932457e-08,0.027188466143607627,0.18355761884676197,0.0,0.0,1.0,0.05,0.044,0.88,-0.005455885066666669,0.037025442217401235,5.78021978021978,2.3795527021419516,0.09193115403649889,0.10976543317599419,0.10141389266304347,0.09184712475486366,1.0000000618363911,2.58882221273541e-08,0.04000000000000001,0.0915863822371501,0.604,0.029514591494904863,1.5510204081632653,0.392,0.9660780975952254
811,-7.271645417682473e-08,1.0131678174371539e-09,2.57879308230816,0.00872487519161341,0.007575757575757576,0.7360398860398861,0.2897342750073613,0.9598409038372531,0.10454174598857768,0.0,0.06681114904903976,0.007397276627968198,0.9598409038372531,0.3293708268977662,0.0,0.18343896937826648,0.0,104.3834001280386,0.8672658140338749,26.182509505703422,20.11086967024858,0.4864672364672365,0.2667046861721152,3.2521307791454426,0.8374619235231592,0.2168430093896539,0.3305959122054423,0.5194805194805195,0.7272727272727273,0.5454545454545454,0.5,0.1660629561877498,994.7449421632288,1406.7817883092782,7.368039119824701,994.7398843112811,1406.7746354264573,0.6975057314606531,0.32584046571857617,132.0,8.25,3.8890872965260113,3.2434918258140044,0.031216283547541194,-1.2244043791328645,0.008290784674603584,0.13562694630471028,0.2537878787878788,0.21212121212121215,21.0,5.714285714285714,2.052872551885702,0.047619047619047616,0.08351883132337555,335.68253968253964,349.96996817489736,0.5,0.10101525445522107,0.7207977207977209,0.23590018854113334,0.9214015151515151,6.30105,2.620891284467938,1005.5,1406.4353877800431,997.5,1402.8998538741102,997.5,1402.8998538741102,989.5,1399.3643199681776,0.2951421603314086,0.022491408355927785,0.11742424242424243,0.24073615433756085,0.13773082473340006,0.07196969696969698,0.25892858916573946,0.23106060606060605,0.4223116856198016,0.822934472934473,0.1998785829070093,20.0,10.0,0.07575757575757576,2.2222222222222223,0.97182531580755,10.0,4.242640687119285,2.0,0.0,0.0,2.0,0.0,264.0,0.0,2.0,0.0,7.737460888042869,0.8289173789173789,0.12126673524222542,0.7360398860398861,0.2897342750073613,16.0,7.0710678118654755,4.907473926353031,2.049004230287769,0.0,0.0,0.060836501901140684,0.026886189398728045,0.18181818181818182,0.007575757575757576,0.007575757575757576,1.0,997.5,1402.8998538741102,4.878048780487805,2.2604769624043892,0.10173032182829739,0.11471461514857291,0.15569196428571427,0.14548899162196163,26.182509505703422,20.11086967024858,0.5,0.04442593172613042,0.8052706552706553,0.20568587142907532,1.613861386138614,0.38257575757575757,0.9598409038372531
25,0.01598115514558214,0.01955695197160008,1.4731400695816947,0.8081769814346026,0.07065217391304347,0.8152402402402403,0.053649883426465664,0.9503376699710266,0.12743362831858396,0.0,0.033321835753263064,0.07280432141174592,0.9503376699710266,0.5067472646334195,0.0901420412340442,0.08852046424503958,2.0929249753948223,12.341572727124744,0.853838407771591,79.14791031982178,211.56729995199476,0.41396396396396395,0.13807247717738264,19.154160356631234,0.9620552526066846,0.07569954934461448,0.19856353391636192,0.0,0.9619565217391305,0.8913043478260869,0.5,0.18446263857040374,7.481213816814626,16.90134268933217,17.971483657492545,6.984944615902923,16.031102928553928,0.7630814991447904,0.224548236964995,14.153846153846153,5.846153846153846,12.202466333302649,2.3738625305184082,0.7964966383633086,17.447100507684098,70.99986135425716,0.14589989682650162,0.13858695652173914,0.1657608695652174,44.0,6.590909090909091,2.0267763591842076,0.022727272727272728,0.05452477169844391,1190.895238095238,1311.2331866848742,0.5,0.03214121732666122,0.8261261261261261,0.061220029697643265,0.9817905245746692,2.5888476923076924,5.945389530265823,23.63076923076923,43.79824443267807,9.40459866220736,17.727127631509227,8.042307692307691,15.954665100262634,3.1461538461538456,8.916736208691194,0.04961520903431387,0.062328174074171225,0.34782608695652173,0.4132316922410264,0.13962078443952944,0.21195652173913043,0.40925063206836865,0.28532608695652173,0.45218440714404384,0.6462462462462462,0.09366770256266689,43.0,1.6538461538461537,0.11684782608695653,4.3,2.110818693198342,2.388888888888889,1.5392469086379983,26.0,4.0,0.0,2.0,0.0,368.0,0.0,26.0,14.0,28.69130027373,0.6524774774774775,0.056319595806848796,0.6304804804804804,0.011890442542862176,20.484615384615385,38.54337496699211,4.304179708079058,7.940203099089942,1.6890088381980704,3.9334855147623986,0.2204795103977665,0.16871380820476423,0.5842391304347826,0.07065217391304347,0.010869565217391304,0.15384615384615385,8.428672903672902,16.5526901819442,5.67816091954023,2.3352418971039897,0.10323666208179837,0.11265816364696665,0.10537997159090909,0.09268501901336927,79.14791031982176,201.73954496267592,0.038461538461538464,0.07747432439316924,0.6304804804804804,0.011890442542862176,1.7058823529411764,0.3695652173913043,0.9503376699710268
830,0.03259279374085513,0.03999016893364368,2.5848699190400284,0.0,0.04,0.8240000000000001,0.06586180818788517,0.9459534760689116,0.1377748644300102,0.0,0.02689035947400144,0.03682113683303109,0.9459534760689116,0.5582380347310462,0.1085909365723524,0.17859284220520458,0.1085909406345619,0.17859284861215272,0.8748915662650603,1.0000000423655921,0.6555807438656036,0.796,0.07876829593462363,8.52312259674226,0.9363812824777838,0.09248478486980147,0.33988191401035006,0.6185159780922638,0.964,0.804,0.5,0.19233304448274094,33.94240280055384,42.919854841530764,1.6544089946161726,20.85114911401692,33.16568217430029,0.7163388292747147,0.26608701065859397,25.0,1.6614907250000002,0.15904044687880198,3.419836668667802,0.16095137176050206,-1.0235853316188757,0.4846054658794218,0.15760239677544996,0.18000000000000005,0.19599999999999995,25.0,5.72,1.8601075237738276,0.04,0.0869942526837262,374.215873015873,386.19571192331136,0.5,0.08485281374238575,0.788,0.07554248252914825,0.974224,1.25181766857,0.1271057189158479,1.8843636,0.48647278742396727,9.599999999032604e-09,1.4751271134758112e-08,-0.04097955,0.055550786604316706,-1.7959479000000003,0.2572358103009981,0.11098672644113758,0.16095137176050203,0.38,0.45032671474792935,0.06913427252528029,0.216,0.41233978268600546,0.256,0.43729728522213657,0.8440000000000001,0.06915361322607967,24.0,2.4,0.096,2.6666666666666665,1.4142135623730951,3.0,1.927248223318863,10.0,0.0,0.0,2.0,0.08888888888888889,250.0,1.0,10.0,1.0,22.289901431689923,0.76,0.08219218670625301,0.6439999999999999,0.05146735750831676,3.6803114999999997,0.645633056183748,1.000000021182796,1.4734488003785785e-08,0.06571937846439495,0.26116518893690877,0.0,0.0,0.812,0.04,0.032,0.8,-0.007809652666666672,0.04772182501909096,4.857142857142857,2.131118642090737,0.10801571829918116,0.0929588783661793,0.14828125,0.12659821183085299,1.0000000423655924,2.9468976764063803e-08,0.1,0.17502301460010983,0.6279999999999999,0.059777364723893056,1.7472527472527473,0.364,0.9459534760689117
858,0.06761356405818383,0.14283435096959987,1.2489454124241475,0.9591612159725913,0.04436860068259386,0.7951724137931033,0.05385506904648286,0.9441465056758752,0.14199761930527,0.0,0.10518366298642105,0.15701932401430965,0.9441465056758752,0.307248094292486,0.17948965572715797,0.18343896937826648,7.4510319077263505,26.68938670108656,0.8513488241619525,397.35303865754156,1169.9344883052618,0.6382758620689655,0.015431150423731608,12.487737733021854,0.9620552526066846,0.037784040667152775,0.173239936197695,8.184415634134346e-05,0.9658703071672355,0.8873720136518771,0.5,0.19548003165907965,42.949346554788015,78.10115360025131,32.62338565534609,42.07736915005579,76.20926125012711,0.6938953786125769,0.31654072099349595,22.53846153846154,10.538461538461538,19.487668684817862,2.1174860296788376,0.9482020570938166,2.7345612250230227,4.74743575811349,0.10572419841496072,0.13651877133105805,0.061433447098976135,59.0,7.237288135593221,1.8508058175203455,0.01694915254237288,0.03927327114311658,1951.0539682539682,1738.5974380060159,0.5,0.0838940248865395,0.846551724137931,0.06387158197864003,0.9663711866183649,7.527046153846153,14.494409212095961,82.76923076923077,172.01121758292098,44.15234969808348,79.85059275584767,43.46153846153846,78.20871156145309,22.076923076923077,37.48435571110864,0.07560588842118526,0.09863442702820902,0.33447098976109213,0.3828402086570889,0.14890387789280754,0.21843003412969283,0.4138876734310283,0.12286689419795221,0.3288460095175171,0.8122988505747127,0.08577422284405893,58.0,4.461538461538462,0.19795221843003413,5.8,3.4253953543107007,4.833333333333333,3.9504506839170404,13.0,3.0,0.0,2.0,0.01282051282051282,293.0,1.0,13.0,7.0,15.519155300001538,0.5943678160919541,0.08768917228891804,0.6382758620689655,0.015431150423731608,60.69230769230769,142.96234038805733,9.111927063061488,18.453174320684543,0.7892235532293146,1.2945360577007496,0.2998561465917108,0.28531884793021633,0.4641638225255973,0.04436860068259386,0.010238907849829351,0.23076923076923078,43.46210343328986,78.27699163790399,6.3076923076923075,2.2029037986005187,0.09933484422674754,0.06820135812697883,0.07537738347457627,0.08928721479926059,397.35303865754145,1165.7115815586187,0.07692307692307691,0.08879324492605616,0.6451724137931034,0.03118806894494924,1.7641509433962264,0.36177474402730375,0.9441465056758753
51,0.06761356405818383,0.14283435096959987,1.2489454124241475,0.9591612159725913,0.04436860068259386,0.7951724137931033,0.05385506904648286,0.9441465056758752,0.14199761930527,0.0,0.10518366298642105,0.15701932401430965,0.9441465056758752,0.307248094292486,0.17948965572715797,0.18343896937826648,7.4510319077263505,26.68938670108656,0.8513488241619525,397.35303865754156,1169.9344883052618,0.6382758620689655,0.015431150423731608,12.487737733021854,0.9620552526066846,0.037784040667152775,0.173239936197695,8.184415634134346e-05,0.9658703071672355,0.8873720136518771,0.5,0.19548003165907965,42.949346554788015,78.10115360025131,32.62338565534609,42.07736915005579,76.20926125012711,0.6938953786125763,0.31654072099349484,22.53846153846154,10.538461538461538,19.487668684817862,2.1174860296788376,0.9482020570938166,2.7345612250230227,4.74743575811349,0.10572419841496072,0.13651877133105805,0.061433447098976135,59.0,7.237288135593221,1.8508058175203455,0.01694915254237288,0.03927327114311658,1951.0539682539682,1738.5974380060159,0.5,0.0838940248865395,0.846551724137931,0.06387158197864003,0.9663711866183649,7.527046153846153,14.494409212095961,82.76923076923077,172.01121758292098,44.15234969808348,79.85059275584767,43.46153846153846,78.20871156145309,22.076923076923077,37.48435571110864,0.07560588842118526,0.09863442702820902,0.33447098976109213,0.3828402086570889,0.14890387789280754,0.21843003412969283,0.4138876734310283,0.12286689419795221,0.3288460095175171,0.8122988505747127,0.08577422284405893,58.0,4.461538461538462,0.19795221843003413,5.8,3.4253953543107007,4.833333333333333,3.9504506839170404,13.0,3.0,0.0,2.0,0.01282051282051282,293.0,1.0,13.0,7.0,15.519155300001538,0.5943678160919541,0.08768917228891804,0.6382758620689655,0.015431150423731608,60.69230769230769,142.96234038805733,9.111927063061488,18.453174320684543,0.7892235532293146,1.2945360577007496,0.2998561465917108,0.28531884793021633,0.4641638225255973,0.04436860068259386,0.010238907849829351,0.23076923076923078,43.46210343328986,78.27699163790399,6.3076923076923075,2.2029037986005187,0.09933484422674754,0.06820135812697883,0.07537738347457627,0.08928721479926059,397.35303865754145,1165.7115815586187,0.07692307692307691,0.08879324492605616,0.6451724137931034,0.03118806894494924,1.7641509433962264,0.36177474402730375,0.9441465056758753
481,0.05201671356574982,0.03776209911520781,2.1971212523550934,0.3371040397439505,0.03827751196172249,0.8280952380952382,0.08107522580825112,0.9417258626620666,0.1476188456808446,0.0,0.06097982180014524,0.03610988078868545,0.9417258626620666,0.3836387591328303,0.20419149842812592,0.1882850965513284,30136.007159353805,89446.97210359604,0.854297018770703,106332435.51883516,300722701.47390765,0.7221428571428572,0.07864795055165974,4.922846367268139,0.8236106550093216,0.12405688902032146,0.13779124733175652,0.0003425902588848399,0.6698564593301436,0.07177033492822966,0.5,0.1996138760287383,7332.943585878894,20176.449215132932,816.9271782352854,5943.706952424637,16267.113480797309,0.6710303310423091,0.30535508794322824,26.125,6313.0,17652.187749802735,2.947550090408882,0.27854372180303966,6.959722852769748,9.788035746171992,0.05795935009493325,0.1004784688995215,0.038277511961722466,19.0,5.421052631578948,1.9239943830388158,0.05263157894736843,0.09919178185305398,229.42857142857147,178.1669747721808,0.5,0.03721614637823934,0.8807142857142857,0.095702900162541,0.9361965156475356,3757.0010625,10463.66646661211,15474.3375,42270.77928136773,8406.657057416267,23181.906257911978,8929.525,24710.016685358878,1359.1,3530.007190603765,0.1912970246082783,0.11556251821585097,0.11483253588516747,0.32469149026459143,0.10863517172677102,0.03349282296650718,0.18035155625187524,0.36363636363636365,0.48220066623500485,0.8947619047619048,0.07706018170844312,18.0,2.25,0.0861244019138756,2.25,1.0350983390135313,3.0,1.2649110640673518,8.0,0.0,0.0,2.0,0.10714285714285714,209.0,0.0,8.0,6.0,10.485391666985782,0.9714285714285713,0.03329551898952863,0.7985714285714286,0.09623944481459362,14115.2375,38746.42032269147,3705.499709407661,10287.39630657214,1.63444308912014,1.802305878130512,0.02665591907548721,0.04694066893006463,0.31100478468899523,0.03827751196172249,0.004784688995215311,0.125,8523.195767716536,23538.516130201046,4.594594594594595,2.1403460190074597,0.13303320227955626,0.12894109100704226,0.17393092105263158,0.15339938977771056,106332435.51883511,300722586.77422065,0.125,0.14828375019595172,0.6888095238095239,0.1040382049910398,1.7866666666666666,0.3588516746411483,0.9417258626620666
59,0.1258652516916013,0.1279201809205619,2.504550270520785,0.6509240946602262,0.09714285714285714,0.8200000000000001,0.06605158432152264,0.940285958670631,0.15094339622641517,0.0,0.06701700523696273,0.11185766621020395,0.940285958670631,0.33277610497376664,0.17948965572715797,0.18343896937826648,0.06394408655051474,0.06066750713430012,0.8454523127302497,0.27289721231401065,0.5202962099807383,0.7714285714285715,0.12490359093908573,6.003327778617633,0.9620552526066846,0.037784040667152775,0.12487585792123285,8.184415634134346e-05,0.8114285714285714,0.0,0.5,0.20203050891044216,33.94240280055384,42.919854841530764,1.3862501560274845,20.85114911401692,33.16568217430029,0.7204707820776894,0.3136890777325716,10.294117647058824,0.6024073529411765,0.26729280460912347,3.2882087729962546,0.6210168244143119,2.7345612250230227,4.74743575811349,0.05546601593351386,0.05714285714285716,0.07428571428571429,23.0,5.521739130434782,1.7286243931201823,0.043478260869565216,0.09519809060049893,274.8,204.57909995531836,0.5,0.15371886547533642,0.8657142857142859,0.06466379122578267,0.9099183673469388,0.3886736193529412,0.1907840129687638,0.9705882352941176,0.17149858514250882,0.2484047033613445,0.24833788408694207,0.3219810294117647,0.33840362283543984,-0.9411764705882353,0.23883257361061289,0.15662745619516172,0.09113546323377328,0.1742857142857143,0.32427131418998184,0.1465704547159355,0.09142857142857143,0.2886302287069994,0.30857142857142855,0.46256505997688624,0.8771428571428572,0.05561448122154829,22.0,0.6470588235294118,0.06285714285714286,2.75,1.2817398889233114,1.2941176470588236,0.46966821831386213,34.0,1.0,0.0,2.0,0.0926916221033868,350.0,1.0,34.0,20.0,14.990493182753685,0.8428571428571429,0.04902681019517617,0.7285714285714285,0.11527350892295433,1.911764705882353,0.3788057036804224,0.5107252374201369,0.11145539969372245,0.7892235532293146,1.2945360577007496,0.04510438888274971,0.18905189111385143,0.31142857142857144,0.09714285714285714,0.06857142857142857,0.7058823529411765,0.30180025910364144,0.30874687447185406,4.666666666666667,2.0113315354397807,0.12174447537121658,0.09828140804560678,0.15794836956521738,0.1308756778714074,0.2728972123140106,0.08229131322956618,0.02941176470588235,0.08383349891334653,0.7314285714285714,0.07990924557486868,1.8,0.35714285714285715,0.9402859586706311
